,Compound Score,Counter,Date,Negative Score,Neutral Score,Positive Score,Source Account,Text
90,0.5346,91,Fri Jan 12 00:02:11 +0000 2018,0.0,0.777,0.223,951605189664034817,@CNN @NYT @washingtonpost The truth will set you free. You media outlets can continue to not report the truth but y… https://t.co/BezeAQuHzk
91,0.0,92,Thu Jan 11 23:58:15 +0000 2018,0.0,1.0,0.0,951604197622984706,"""Kering to Spin Off Puma, Saying Goodbye to Sports Lifestyle"" via @NYT The New York Times https://t.co/wgSDGHp7lt… https://t.co/5dknTpoXIQ"
92,-0.296,93,Thu Jan 11 23:57:31 +0000 2018,0.087,0.913,0.0,951604013245575170,RT @PrensaBasave: El caso Chihuahua es de tal importancia que tomó la primera plana del @NYT y mediáticamente ya no lo van a poder parar. E…
93,-0.6908,94,Thu Jan 11 23:53:13 +0000 2018,0.251,0.749,0.0,951602932776079360,@NYT Pay attention. Your readers aren't going to fall over dead if you quote the president's actual words. https://t.co/I26TID3JWE
94,0.3612,95,Thu Jan 11 23:52:10 +0000 2018,0.0,0.857,0.143,951602666550931456,"Trilobites: You Won’t Like This News About Bedbugs, Ticks and the ‘Bomb Cyclone’ https://t.co/WKS7npGm3a @nyt… https://t.co/zjcPM0EXWr"
95,0.3612,96,Thu Jan 11 23:52:10 +0000 2018,0.0,0.857,0.143,951602666504794112,"Trilobites: You Won’t Like This News About Bedbugs, Ticks and the ‘Bomb Cyclone’ https://t.co/EqHmZf8LD4 @nyt… https://t.co/iccMnCTpUh"
96,0.0,97,Thu Jan 11 23:47:00 +0000 2018,0.0,1.0,0.0,951601366140628997,"RT @NYT: Review: In ‘Bitter Money,’ Documenting China’s Textile Boom. https://t.co/QotwZhdSYI"
97,0.0,98,Thu Jan 11 23:44:57 +0000 2018,0.0,1.0,0.0,951600851759575041,"RT @NYT: Review: In ‘Bitter Money,’ Documenting China’s Textile Boom. https://t.co/QotwZhdSYI"
98,0.4995,99,Thu Jan 11 23:38:53 +0000 2018,0.0,0.823,0.177,951599322977751042,.@VicenteFoxQue THANK YOU FOR SPEAKING OUT in terms that the #SHITHOLEinchief #miscreantinchief can understand .… https://t.co/JhkGMhVzRq
99,0.0,100,Thu Jan 11 23:38:12 +0000 2018,0.0,1.0,0.0,951599151267045376,Plastics Pile Up as China Refuses to Take the West’s Recycling https://t.co/ouo2pxM9vD @NYT https://t.co/chWlOQaShG
